,opeidstring,school,pellrecip_2014,pellrecip_2015,pellrecip_2006,pellrecip_2007,pellrecip_2008,pellrecip_2009,pellrecip_2010,pellrecip_2011,pellrecip_2012,pellrecip_2013,pelldisburse_2014,pelldisburse_2015,pelldisburse_2006,pelldisburse_2007,pelldisburse_2008,pelldisburse_2009,pelldisburse_2010,pelldisburse_2011,pelldisburse_2012,pelldisburse_2013,seogrecip_2014,seogdisburse_2014,seogdisburse_2007,seogdisburse_2008,seogdisburse_2009,seogdisburse_2010,seogdisburse_2011,seogdisburse_2012,seogdisburse_2013,seogrecip_2007,seogrecip_2008,seogrecip_2009,seogrecip_2010,seogrecip_2011,seogrecip_2012,seogrecip_2013,teachrecip_2014,teachdisburse_2014,teachrecip_2015,teachdisburse_2015,teachdisburse_2009,teachdisburse_2010,teachdisburse_2011,teachdisburse_2012,teachrecip_2009,teachrecip_2010,teachrecip_2011,teachrecip_2012,iraqrecip_2014,iraqdisburse_2014,iraqrecip_2015,iraqdisburse_2015,workrecip_2014,workdisburse_2014,workdisburse_2007,workdisburse_2008,workdisburse_2009,workdisburse_2010,workdisburse_2011,workdisburse_2012,workdisburse_2013,workrecip_2007,workrecip_2008,workrecip_2009,workrecip_2010,workrecip_2011,workrecip_2012,workrecip_2013,avepell_2014,avepell_2013,avepell_2008,avepell_2009,avepell_2010,avepell_2011,avepell_2012,pellperc_2014,pellperc_2013,pellperc_2008,pellperc_2009,pellperc_2010,pellperc_2011,pellperc_2012,totalpellperc_2009,totalpellperc_2010,totalpellperc_2011,totalpellperc_2012,statelocalaidperc_2014,avestatelocalaid_2014,statelocalaidperc_2013,avestatelocalaid_2013,avestatelocalaid_2006,avestatelocalaid_2007,avestatelocalaid_2008,avestatelocalaid_2009,avestatelocalaid_2010,avestatelocalaid_2011,avestatelocalaid_2012,statelocalaidperc_2006,statelocalaidperc_2007,statelocalaidperc_2008,statelocalaidperc_2009,statelocalaidperc_2010,statelocalaidperc_2011,statelocalaidperc_2012
2000,365100,University of Dallas,2,1,215,223,251,258,297,328,314,294,5393,522,507615,542702,720118,847873,1131771,1301603,1225102,1198363,74,115083,533237,118758,128272,151794,116537,114103,123200,212,70,179,186,75,92,78,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,198,262601,347708,318390,274862,307020,301414,291656,287474,252,283,298,265,261,269,244,4128,4274,2988,3175,4033,4105,3879,0.19,0.23,0.21,0.170000002,0.23,0.26,0.27,0.19,0.22,0.24,0.22,0.2,3567,0.25,4327,3528,3415,3406,3539,4478,4233,3973,0.289999992,0.259999991,0.25,0.180000007,0.21,0.19,0.24
2001,365200,University of Houston,1189,1129,9221,8669,8593,8928,10887,12796,14204,13740,1457473.12,1451948.86,23676663,22703688,24520912,28695008,42737160,51077143,54574661,53561437,694,1049534,1947865,1341744,2121286,1647000,1165849,1000000,1000000,1712,1124,1436,1254,647,531,701,NA,NA,1,1854,35000,47500,96000,80000,11,17,33,27,NA,NA,0,0,483,1342410,1322514,1411539,1464166,1780533,1363207,1616790,1326171,656,591,587,633,585,561,470,4510,4581,3343,3703,4381,4424,4521,0.4,0.41,0.34,0.349999994,0.4,0.43,0.46,0.29,0.34,0.38,0.41,0.45,5655,0.41,4148,4057,4609,4879,4954,5339,6237,4389,0.189999998,0.170000002,0.24,0.330000013,0.4,0.38,0.45
2002,365400,University of St Thomas,35,33,539,496,459,475,544,545,576,577,63442,65003,1426620,1417670,1408872,1616711,2219289,2299260,2294480,2332156,133,181576,238120,223350,227154,186340,156969,165620,177261,207,199,207,186,158,134,158,23,22272,25,28737,15000,58000,87146,92000,7,23,35,35,NA,NA,0,0,81,202570,123721,111993,121908,159540,130036,109963,131195,53,46,57,77,51,47,52,4478,4441,3416,3731,4165,4740,4121,0.39,0.38,0.28,0.230000004,0.36,0.32,0.39,0.26,0.3,0.32,0.35,0.49,4027,0.38,4052,3002,3910,3935,3900,4215,4758,3541,0.460000008,0.409999996,0.41,0.409999996,0.44,0.39,0.19
2003,365600,The University of Texas at Arlington,110,492,6072,5883,6362,6476,8875,11296,12115,12071,160384.36,549149.49,14795928,15067196,16531569,19515058,32793752,43283045,42751529,43192145,1127,1605131,1744283,1521917,1640684,1640811,1504440,1235268,1502368,490,590,556,592,443,419,848,22,28815,27,28593.5,18838,19000,210856,819692,6,10,107,286,NA,NA,0,0,667,1308209,1055617,1098275,1183457,1248054,1614165,1403593,1207626,681,679,690,761,776,672,678,4357,4293,2960,3427,4158,4384,4268,0.42,0.44,0.33,0.330000013,0.42,0.46,0.46,0.3,0.41,0.39,0.41,0.32,5663,0.35,5807,2766,2461,4108,4791,5339,6014,6038,0.159999996,0.200000003,0.18,0.239999995,0.41,0.39,0.4
2004,365800,The University of Texas at Austin,239,210,7853,8031,8475,8513,10005,11269,11209,11258,303685,273488.22,21485177,22184482,25372760,28621861,42747217,51213624,46416436,47075795,314,1148743,2230339,2088984,2038335,1959904,1513881,1283736,1199996,1015,935,651,792,434,349,428,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1032,2159227,2948480,2484479,2825229,2622006,2934396,2256744,2057098,1636,1299,1464,1417,1496,1094,1004,4466,4557,3179,3577,4407,4529,4475,0.25,0.26,0.23,0.230000004,0.25,0.28,0.27,0.21,0.24,0.27,0.28,0.4,3194,0.43,3490,3784,3877,4373,5133,4955,4096,3752,0.409999996,0.419999987,0.44,0.209999993,0.42,0.36,0.39
2005,365900,The University of Texas Health Science Center at San Antonio,4,3,282,252,239,218,273,310,292,278,3372,14325,692997,629650,610947,621306,1006386,1112637,1074998,1039816,84,80000,45755,45755,45755,45755,60593,52767,79000,46,32,38,42,57,67,95,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,198,198494,0,0,0,NA,56210,171383,143405,0,0,0,0,38,153,134,NA,NA,NA,1891,NA,NA,NA,NA,NA,0,0.5,0,0,NA,0.27,0.31,0.32,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA
2006,366100,The University of Texas at El Paso,1345,1579,8735,8874,8981,8880,10307,12320,13158,12126,1546422.94,1831263.62,23993059,24977299,26637141,29547647,45179450,53923720,51828505,48066461,1094,706431,876668,1009828,804071,763702,743691,601400,624793,1241,1431,1056,833,1169,947,845,49,81978.65,14,23012,724249,1084232,1085804,958940,205,317,360,332,NA,NA,0,0,320,1013868,1076413,1060294,1303724,1320120,1027956,1332944,1295520,503,441,513,524,396,469,449,4988,4851,3523,4056,6955,5430,4845,0.67,0.67,0.53,0.560000002,0.64,0.67,0.7,0.48,0.54,0.61,0.63,0.57,5021,0.56,5167,3898,4348,4810,5042,5860,6572,4839,0.449999988,0.330000013,0.44,0.370000005,0.43,0.59,0.53
2007,366200,Victoria College,323,334,1440,1296,1188,1267,1685,2108,2341,2044,360211,415939.21,3190366,2889559,2830673,3159974,5453631,7013746,7313091,6125477,170,107000,124151,102692,102692,102692,102692,102692,102692,235,174,178,163,144,168,168,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,31,60751,54847,59060,74962,77094,75770,78402,87000,57,44,50,40,52,53,49,4289,4322,3128,3227,4150,4421,4409,0.49,0.43,0.32,0.349999994,0.5,0.48,0.55,0.24,0.31,0.37,0.4,0.31,2038,0.36,1499,1079,1225,1270,1431,1401,1610,1557,0.200000003,0.189999998,0.27,0.189999998,0.31,0.25,0.19
2008,366300,Wayland Baptist University,683,671,1171,1076,1098,1064,1247,1665,2029,2177,765124,788235,2455768,2295244,2467752,2748295,3932704,5459594,6252415,7018353,435,307389,233633,164541,181456,212401,191412,231149,296637,350,227,257,281,286,367,512,7,6396,1,928,NA,35507,87005,40500,NA,9,27,13,NA,NA,0,0,154,194410,230317,210400,213905,212264,251562,221746,203083,188,176,158,138,173,207,174,3837,3881,2808,2744,3867,4030,3920,0.49,0.53,0.38,0.430000007,0.45,0.55,0.53,0.17,0.21,0.26,0.29,0.41,3262,0.42,2899,2768,3031,3090,2835,4180,4014,3409,0.460000008,0.479999989,0.36,0.460000008,0.41,0.45,0.4
2009,366400,Weatherford College,304,305,1245,1107,1105,1202,1784,2350,2405,2325,401684.12,431095.38,2644917,2400603,2753359,3349088,6116412,8352638,8095372,7798258,65,61500,46122,55311,44917,46261,54157,61081,73302,54,77,79,66,72,93,105,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,46,92013,61062,59841,74698,80714,57461,74851,95690,46,45,55,55,45,47,61,4347,4194,2779,1970,4256,4319,4290,0.48,0.44,0.47,0.280000001,0.38,0.5,0.48,0.16,0.25,0.33,0.35,0.17,1567,0.24,1490,994,1078,986,1282,1359,1447,1453,0.540000022,0.569999993,0.24,0.25,0.2,0.19,0.21
2010,366500,West Texas A & M University,225,191,2179,2013,2073,2119,2525,2996,2959,2966,277945.15,306211.58,5406917,5032392,5412747,6228007,9345407,11291453,10748387,11017798,167,181982,412859,336228,288648,179400,178960,190927,166998,229,229,200,194,168,210,179,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,135,302560,183855,296025,362315,415984,303981,283620,429128,91,126,203,206,171,151,184,4202,4233,1146,3899,4283,4298,4395,0.43,0.41,0.34,0.319999993,0.32,0.37,0.37,0.3,0.33,0.38,0.35,0.51,3885,0.54,3995,645,442,689,3534,3947,4694,4039,0.360000014,0.419999987,0.38,0.439999998,0.37,0.38,0.42
2011,366800,Wharton County Junior College,244,180,1216,1211,1203,1306,1861,2331,2524,2397,347854.19,257928.94,2587047,2728697,2903432,3583686,6324197,7999971,8375742,7823855,143,110377,121875,97000,81375,101375,75442,78906,98750,186,128,113,132,103,108,131,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,62,92760,60063,62544,49778,91097,94018,102509,99037,56,57,44,61,58,49,54,4538,4435,2965,3507,4824,4943,4563,0.41,0.44,0.29,0.300000012,0.39,0.42,0.46,0.17,0.22,0.27,0.29,0.17,1762,0.16,1522,1245,1343,1449,1638,1570,1573,1766,0.140000001,0.109999999,0.15,0.150000006,0.19,0.14,0.17
2012,366900,Wiley College,67,35,628,589,629,799,1038,1212,1193,1149,142581,66719,1752895,1779029,2104540,2790371,4606080,5395714,5092794,4929130,801,236382,294808,310114,275545,236382,234782,234719,256382,171,163,544,685,808,825,756,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,213,215070,159591,225017,198241,251105,252705,264106,219286,129,179,148,185,238,223,201,4333,4271,3432,3524,4049,4670,4670,0.81,0.85,0.99,0.959999979,0.93,0.83,0.98,0.87,0.87,0.78,0.79,0.48,2817,0.64,1581,2748,3400,4029,4363,3533,2341,2341,0.340000004,0.349999994,0.45,0.379999995,0.43,0.66,0.45
2013,367000,Brigham Young University-Provo,1312,1402,10211,9618,9359,9183,10868,12029,11983,12291,2505789,2439098,27217835,25729505,26708976,29795937,45810966,51189950,47587844,49785742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4006,3787,3011,3357,4255,4133,3983,0.15,0.17,0.1,0.090000004,0.12,0.16,0.18,0.27,0.32,0.36,0.35,0,1570,0.01,1767,NA,NA,NA,NA,NA,2132,2036,0,0,0,0,0,0.01,0.01
2014,367100,Dixie State University,456,350,1916,1686,1740,2347,4035,5207,5454,4971,558977,447468,4315217,3849644,4189347,6538068,14558351,19772346,19282315,17742978,492,251648,118950,155039,134591,138967,136742,161250,230715,402,475,434,336,347,309,395,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,118,315977,244340,203933,213858,202185,247091,285363,254323,97,71,65,86,98,107,102,4231,4001,2799,3355,4691,4708,4292,0.46,0.48,0.24,0.310000002,0.43,0.52,0.52,0.3,0.4,0.5,0.51,0.45,3347,0.42,3051,1750,2107,2645,2553,2804,2886,3042,0.430000007,0.400000006,0.34,0.400000006,0.34,0.32,0.37
2015,367200,Latter-day Saints Business College,165,178,374,358,342,382,613,821,873,957,299377,314583,852640,834215,892414,1071699,2272308,3162066,3061719,3333897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4157,3847,2917,2775,4403,3599,4079,0.33,0.3,0.21,0.259999991,0.3,0.35,0.31,0.19,0.28,0.34,0.36,0,300,0.01,400,325,408,827,500,532,414,815,0.02,0.02,0.05,0.01,0.02,0.07,0.02
2016,367400,Stevens-Henager College,3001,3525,1699,1507,1991,3054,5867,7581,7441,7983,7455850.7,8682289.92,4320432,3829153,4947704,8935004,26723599,34678278,26402987,27505570,2283,383978,296500,337689,275731,368119,620885,623079,685992,1480,1975,2896,4144,3533,4453,4682,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,3914,2336,2304,2304,2583,2759,2336,0.76,0.76,0.86,0.839999974,0.84,0.4,0.55,0.9,0.5,0.55,0.6,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2017,367401,Stevens-Henager College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4143,4901,4406,4382,3935,5313,4597,0.75,0.93,0.7,0.850000024,0.89,0.88,0.98,0.71,0.86,0.87,0.82,0,NA,0,NA,NA,NA,NA,NA,5513,NA,3500,0,0,0,0,0.02,0,0.02
2018,367403,Stevens-Henager College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4353,3911,2988,3086,3086,2233,3867,0.76,0.71,1,1,1,0.83,0.7,0.45,0.45,0.51,0.8,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2019,367405,Stevens-Henager College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4997,4508,2945,3423,3615,5370,4635,0.8,0.86,0.69,0.639999986,0.82,0.91,0.9,0.61,0.74,0.8,0.86,0,NA,0,NA,3227,2624,4286,7938,7895,3687,NA,0.050000001,0.029999999,0.09,0.01,0.03,0.02,0
2020,367406,Stevens-Henager College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4566,4151,NA,NA,NA,NA,NA,0.87,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,367409,Independence University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3975,2504,NA,NA,NA,NA,NA,0.81,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,367411,Stevens-Henager College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5133,4619,NA,NA,NA,NA,NA,0.85,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,367500,University of Utah,999,929,5871,5367,4958,4839,6224,7984,8878,8916,1366294.73,1227063.62,13985094,12804672,12227171,13840320,22886128,30594204,32228439,32798566,1604,1195397,888947,889880,1078773,1172474,970204,936876,1060578,1533,1691,3006,1607,1302,1250,1424,1,1982.2,2,3372.7,NA,13500,18000,29000,NA,4,5,9,NA,NA,0,0,413,1433811,1442092,1508949,1263064,1617816,1442206,1407502,1360896,429,441,390,447,425,405,391,4210,4032,2850,3319,4161,4968,4244,0.25,0.24,0.12,0.140000001,0.18,0.2,0.24,0.19,0.24,0.31,0.32,0.15,1969,0.13,1840,870,853,1138,1569,1786,2042,2090,0.090000004,0.059999999,0.05,0.100000002,0.1,0.08,0.08
2024,367700,Utah State University,1184,1128,6353,5798,5650,5748,7281,9961,10341,10212,1770864.55,1573425.89,15717722,14244374,14901411,17186857,27028704,37673871,36909357,37608539,1285,922388,815777,871244,854960,828376,826261,919379,952393,1123,1063,1023,1041,2442,1360,1359,9,15082,5,11252,14000,157000,332145,385843,4,46,96,109,NA,NA,0,0,467,1349729,922920,1349830,1728761,1601487,1091096,1291454,1314513,374,595,698,594,407,483,483,3983,4218,2740,3310,4117,4245,3912,0.3,0.31,0.18,0.180000007,0.22,0.3,0.33,0.32,0.37,0.35,0.36,0.04,1317,0.09,2414,3793,4621,4452,5137,4703,5549,2687,0.209999993,0.270000011,0.39,0.379999995,0.53,0.53,0.1
